paths,xmin,ymin,xmax,ymax
n02104365-schipperke\n02104365_9248.jpg,0.1525,0.09602649006622517,0.82,0.9966887417218543
n02104365-schipperke\n02104365_9255.jpg,0.24,0.04774535809018567,0.692,0.8673740053050398
n02104365-schipperke\n02104365_9309.jpg,0.0,0.026,0.9434523809523809,0.996
n02104365-schipperke\n02104365_9337.jpg,0.3213213213213213,0.134,0.993993993993994,0.724
n02104365-schipperke\n02104365_9354.jpg,0.36,0.25333333333333335,0.608,0.7653333333333333
n02104365-schipperke\n02104365_9369.jpg,0.002,0.144,0.652,0.9973333333333333
n02104365-schipperke\n02104365_9399.jpg,0.394,0.14133333333333334,0.814,0.712
n02104365-schipperke\n02104365_9489.jpg,0.11,0.23121387283236994,0.97,0.846820809248555
n02104365-schipperke\n02104365_9552.jpg,0.05054945054945055,0.026871401151631478,0.9340659340659341,0.9923224568138196
n02104365-schipperke\n02104365_9595.jpg,0.084,0.015015015015015015,0.826,0.996996996996997
n02104365-schipperke\n02104365_9611.jpg,0.074,0.02710027100271003,0.964,0.997289972899729
n02104365-schipperke\n02104365_9639.jpg,0.098,0.023952095808383235,0.68,0.9970059880239521
n02104365-schipperke\n02104365_9640.jpg,0.21,0.0,0.96,0.8198198198198198
n02104365-schipperke\n02104365_9712.jpg,0.044444444444444446,0.03383458646616541,0.9666666666666667,0.9962406015037594
n02104365-schipperke\n02104365_9873.jpg,0.278,0.08,0.968,0.9973333333333333
n02104365-schipperke\n02104365_9916.jpg,0.0,0.184,0.994413407821229,0.944
n02104365-schipperke\n02104365_9954.jpg,0.0,0.0,0.9940119760479041,0.996
n02104365-schipperke\n02104365_996.jpg,0.20812182741116753,0.16610169491525423,0.9060913705583756,0.9491525423728814
n02104365-schipperke\n02104365_999.jpg,0.09866666666666667,0.022,0.992,0.996
n02104365-schipperke\n02104365_9994.jpg,0.302,0.08,0.712,0.9893333333333333
n02105056-groenendael\n02105056_1018.jpg,0.41,0.3466666666666667,0.906,0.9786666666666667
n02105056-groenendael\n02105056_1050.jpg,0.2,0.024390243902439025,0.82,0.9645232815964523
n02105056-groenendael\n02105056_1061.jpg,0.0,0.17045454545454544,0.8888888888888888,0.9954545454545455
n02105056-groenendael\n02105056_1067.jpg,0.09016393442622951,0.12,0.819672131147541,0.9475
n02105056-groenendael\n02105056_1071.jpg,0.10625,0.07692307692307693,0.809375,0.9715719063545151
n02105056-groenendael\n02105056_1165.jpg,0.126,0.07207207207207207,0.97,0.996996996996997
n02105056-groenendael\n02105056_1294.jpg,0.10752688172043011,0.11333333333333333,0.946236559139785,0.9888888888888889
n02105056-groenendael\n02105056_143.jpg,0.20952380952380953,0.1,0.7333333333333333,0.9766666666666667
n02105056-groenendael\n02105056_1523.jpg,0.04580152671755725,0.03980099502487562,0.9923664122137404,0.9950248756218906
n02105056-groenendael\n02105056_1613.jpg,0.22289156626506024,0.10833333333333334,0.7891566265060241,0.9291666666666667
n02105056-groenendael\n02105056_1910.jpg,0.13114754098360656,0.031180400890868598,0.9297423887587822,0.9643652561247216
n02105056-groenendael\n02105056_1960.jpg,0.11646586345381527,0.057692307692307696,0.8755020080321285,0.9148351648351648
n02105056-groenendael\n02105056_2036.jpg,0.06962025316455696,0.025,0.930379746835443,0.9958333333333333
n02105056-groenendael\n02105056_2194.jpg,0.05274725274725275,0.0345489443378119,0.9274725274725275,0.9942418426103646
n02105056-groenendael\n02105056_2195.jpg,0.31790123456790126,0.306,0.654320987654321,0.65
n02105056-groenendael\n02105056_2200.jpg,0.045,0.046,0.705,0.952
n02105056-groenendael\n02105056_2525.jpg,0.35625,0.32,0.82125,0.855
n02105056-groenendael\n02105056_2552.jpg,0.18762088974854932,0.14210526315789473,0.9980657640232108,0.9947368421052631
n02105056-groenendael\n02105056_2556.jpg,0.26666666666666666,0.042,0.8053333333333333,0.984
n02105056-groenendael\n02105056_26.jpg,0.30376940133037694,0.1540983606557377,0.656319290465632,0.8885245901639345
n02105056-groenendael\n02105056_2639.jpg,0.2675,0.14,0.9975,0.9966666666666667
n02105056-groenendael\n02105056_2649.jpg,0.2,0.04176904176904177,0.67,0.9606879606879607
n02105056-groenendael\n02105056_2678.jpg,0.28,0.023758099352051837,0.95,0.9956803455723542
n02105056-groenendael\n02105056_2685.jpg,0.056666666666666664,0.04,0.8033333333333333,0.6986666666666667
n02105056-groenendael\n02105056_2798.jpg,0.37557603686635943,0.1944954128440367,0.9009216589861752,0.8862385321100917
n02105056-groenendael\n02105056_2802.jpg,0.346,0.0,0.924,0.9970238095238095
n02105056-groenendael\n02105056_2834.jpg,0.336,0.0,0.938,0.9973333333333333
n02105056-groenendael\n02105056_2836.jpg,0.2,0.43,0.9466666666666667,0.996
n02105056-groenendael\n02105056_2894.jpg,0.1908548707753479,0.04154302670623145,0.7534791252485089,0.9673590504451038
n02105056-groenendael\n02105056_3091.jpg,0.11504424778761062,0.03793103448275862,0.9292035398230089,0.9275862068965517
n02105056-groenendael\n02105056_3107.jpg,0.22,0.002,0.996,0.994
n02105056-groenendael\n02105056_3123.jpg,0.009009009009009009,0.0,0.8228228228228228,0.996
n02105056-groenendael\n02105056_3294.jpg,0.005555555555555556,0.09259259259259259,0.9611111111111111,0.9592592592592593
n02105056-groenendael\n02105056_3309.jpg,0.21726190476190477,0.106,0.9940476190476191,0.994
n02105056-groenendael\n02105056_3322.jpg,0.294,0.17066666666666666,0.9,0.7626666666666667
n02105056-groenendael\n02105056_3348.jpg,0.09117647058823529,0.06726457399103139,0.9205882352941176,0.8923766816143498
n02105056-groenendael\n02105056_3394.jpg,0.24166666666666667,0.3415384615384615,0.6729166666666667,0.8430769230769231
n02105056-groenendael\n02105056_3445.jpg,0.13,0.0,0.7966666666666666,0.9950248756218906
n02105056-groenendael\n02105056_3471.jpg,0.25,0.0,0.9933333333333333,0.9955257270693513
n02105056-groenendael\n02105056_3499.jpg,0.116,0.05813953488372093,0.998,0.997093023255814
n02105056-groenendael\n02105056_3530.jpg,0.1568627450980392,0.052,0.7955182072829131,0.906
n02105056-groenendael\n02105056_3538.jpg,0.284,0.34782608695652173,0.704,0.8283752860411899
n02105056-groenendael\n02105056_3540.jpg,0.01,0.05405405405405406,0.614,0.93993993993994
n02105056-groenendael\n02105056_3541.jpg,0.09904153354632587,0.15333333333333332,0.8402555910543131,0.9033333333333333
n02105056-groenendael\n02105056_3599.jpg,0.07708333333333334,0.002421307506053269,0.9229166666666667,0.9951573849878934
n02105056-groenendael\n02105056_3640.jpg,0.166,0.1021021021021021,0.472,0.5135135135135135
n02105056-groenendael\n02105056_3666.jpg,0.015,0.011135857461024499,0.965,0.9955456570155902
n02105056-groenendael\n02105056_3679.jpg,0.26,0.06005221932114883,0.934,0.9712793733681462
n02105056-groenendael\n02105056_3714.jpg,0.0,0.124,0.5326876513317191,0.996
n02105056-groenendael\n02105056_3741.jpg,0.252,0.3644859813084112,0.684,0.8785046728971962
n02105056-groenendael\n02105056_3745.jpg,0.07,0.06133333333333333,0.758,0.9973333333333333
n02105056-groenendael\n02105056_3754.jpg,0.13003095975232198,0.15,0.8730650154798761,0.98
n02105056-groenendael\n02105056_3767.jpg,0.0,0.404,0.7117117117117117,0.97
n02105056-groenendael\n02105056_3896.jpg,0.056768558951965066,0.066,0.962882096069869,0.996
n02105056-groenendael\n02105056_3908.jpg,0.214,0.104,0.738,0.9946666666666667
n02105056-groenendael\n02105056_4066.jpg,0.15161290322580645,0.042,0.7483870967741936,0.882
n02105056-groenendael\n02105056_4102.jpg,0.0028011204481792717,0.1,0.9943977591036415,0.996
n02105056-groenendael\n02105056_4139.jpg,0.628,0.4195804195804196,0.774,0.6596736596736597
n02105056-groenendael\n02105056_4173.jpg,0.0,0.009070294784580499,0.798,0.9954648526077098
n02105056-groenendael\n02105056_4205.jpg,0.578,0.3003003003003003,0.886,0.7237237237237237
n02105056-groenendael\n02105056_4283.jpg,0.258,0.1323943661971831,0.998,0.9802816901408451
n02105056-groenendael\n02105056_4334.jpg,0.26,0.3253333333333333,0.724,0.9946666666666667
n02105056-groenendael\n02105056_4335.jpg,0.05,0.10961968680089486,0.9866666666666667,0.9955257270693513
n02105056-groenendael\n02105056_4356.jpg,0.664,0.19822485207100593,0.948,0.9940828402366864
n02105056-groenendael\n02105056_4361.jpg,0.07,0.128,0.994,0.864
n02105056-groenendael\n02105056_4407.jpg,0.07407407407407407,0.43,0.6134259259259259,0.876
n02105056-groenendael\n02105056_4469.jpg,0.042666666666666665,0.186,0.8746666666666667,0.942
n02105056-groenendael\n02105056_4486.jpg,0.40062111801242234,0.302,0.6956521739130435,0.68
n02105056-groenendael\n02105056_4526.jpg,0.078,0.13513513513513514,0.738,0.993993993993994
n02105056-groenendael\n02105056_4527.jpg,0.248,0.076,0.808,0.772
n02105056-groenendael\n02105056_4533.jpg,0.266,0.2852852852852853,0.844,0.93993993993994
n02105056-groenendael\n02105056_4535.jpg,0.16,0.13,0.902,0.886
n02105056-groenendael\n02105056_4591.jpg,0.152,0.32,0.7546666666666667,0.99
n02105056-groenendael\n02105056_4600.jpg,0.6186666666666667,0.592,0.856,0.99
n02105056-groenendael\n02105056_4601.jpg,0.334,0.3413333333333333,0.508,0.8506666666666667
n02105056-groenendael\n02105056_4631.jpg,0.442,0.26666666666666666,0.744,0.736
n02105056-groenendael\n02105056_4640.jpg,0.18562874251497005,0.052,0.9580838323353293,0.904
n02105056-groenendael\n02105056_4713.jpg,0.248,0.2525,0.85,0.855
n02105056-groenendael\n02105056_4766.jpg,0.054285714285714284,0.0,0.9971428571428571,0.9959839357429718
n02105056-groenendael\n02105056_4770.jpg,0.0,0.09,0.875,0.994
n02105056-groenendael\n02105056_4787.jpg,0.27692307692307694,0.454,0.49230769230769234,0.826
n02105056-groenendael\n02105056_4842.jpg,0.252,0.30933333333333335,0.738,0.752
n02105056-groenendael\n02105056_4846.jpg,0.0,0.056896551724137934,0.8626943005181347,0.996551724137931
n02105056-groenendael\n02105056_4873.jpg,0.10941475826972011,0.0,0.9949109414758269,0.996
n02105056-groenendael\n02105056_4904.jpg,0.2,0.1366120218579235,0.808,0.907103825136612
n02105056-groenendael\n02105056_4918.jpg,0.23219814241486067,0.056,0.8421052631578947,0.966
n02105056-groenendael\n02105056_4956.jpg,0.0026666666666666666,0.04,0.792,0.996
n02105056-groenendael\n02105056_5100.jpg,0.0,0.10666666666666667,0.8222222222222222,0.9966666666666667
n02105056-groenendael\n02105056_5111.jpg,0.06371191135734072,0.24,0.9002770083102493,0.812
n02105056-groenendael\n02105056_5145.jpg,0.31398416886543534,0.6282306163021869,0.46965699208443273,0.9960238568588469
n02105056-groenendael\n02105056_5146.jpg,0.11838790931989925,0.104,0.8085642317380353,0.98
n02105056-groenendael\n02105056_5193.jpg,0.128,0.314,0.4613333333333333,0.896
n02105056-groenendael\n02105056_5212.jpg,0.086,0.024024024024024024,0.806,0.978978978978979
n02105056-groenendael\n02105056_5276.jpg,0.17117117117117117,0.15,0.993993993993994,0.996
n02105056-groenendael\n02105056_5290.jpg,0.0,0.003003003003003003,0.81,0.996996996996997
n02105056-groenendael\n02105056_5299.jpg,0.25595238095238093,0.034,0.9940476190476191,0.996
n02105056-groenendael\n02105056_5352.jpg,0.334,0.0,0.998,0.9972144846796658
n02105056-groenendael\n02105056_5365.jpg,0.0,0.09361702127659574,0.8375796178343949,0.9957446808510638
n02105056-groenendael\n02105056_537.jpg,0.0,0.26506024096385544,0.82,0.9969879518072289
n02105056-groenendael\n02105056_5371.jpg,0.0,0.0,0.722,0.996996996996997
n02105056-groenendael\n02105056_5515.jpg,0.0,0.032,0.993993993993994,0.996
n02105056-groenendael\n02105056_5550.jpg,0.104,0.06265060240963856,0.954,0.963855421686747
n02105056-groenendael\n02105056_5638.jpg,0.622,0.475,0.928,0.995
n02105056-groenendael\n02105056_5668.jpg,0.14666666666666667,0.074,0.9946666666666667,0.872
n02105056-groenendael\n02105056_5700.jpg,0.142,0.16032608695652173,0.714,0.8586956521739131
n02105056-groenendael\n02105056_5726.jpg,0.084,0.013333333333333334,0.886,0.9946666666666667
n02105056-groenendael\n02105056_5757.jpg,0.15694164989939638,0.052,0.670020120724346,0.912
n02105056-groenendael\n02105056_5855.jpg,0.0028328611898017,0.002,0.9943342776203966,0.996
n02105056-groenendael\n02105056_5869.jpg,0.0056022408963585435,0.054,0.9915966386554622,0.996
n02105056-groenendael\n02105056_6024.jpg,0.056022408963585436,0.106,0.8851540616246498,0.964
n02105056-groenendael\n02105056_6038.jpg,0.1,0.58,0.8324324324324325,0.944
n02105056-groenendael\n02105056_6055.jpg,0.13043478260869565,0.152,0.7635869565217391,0.866
n02105056-groenendael\n02105056_6127.jpg,0.0,0.002,0.996,0.996
n02105056-groenendael\n02105056_6338.jpg,0.12,0.2702702702702703,0.446,0.9129129129129129
n02105056-groenendael\n02105056_6363.jpg,0.09367088607594937,0.06,0.9924050632911392,0.996
n02105056-groenendael\n02105056_6381.jpg,0.34,0.4174174174174174,0.668,0.996996996996997
n02105056-groenendael\n02105056_6387.jpg,0.004,0.0,0.74,0.9973333333333333
n02105056-groenendael\n02105056_6474.jpg,0.08,0.07733333333333334,0.768,0.912
n02105056-groenendael\n02105056_6523.jpg,0.402,0.008,0.73,0.9866666666666667
n02105056-groenendael\n02105056_6534.jpg,0.342,0.304,0.738,0.7466666666666667
n02105056-groenendael\n02105056_6567.jpg,0.2447058823529412,0.13793103448275862,0.9105882352941177,0.9968652037617555
n02105056-groenendael\n02105056_6596.jpg,0.004,0.03081232492997199,0.842,0.988795518207283
n02105056-groenendael\n02105056_6600.jpg,0.204,0.12,0.598,0.888
n02105056-groenendael\n02105056_6614.jpg,0.004,0.34534534534534533,0.708,0.996996996996997
n02105056-groenendael\n02105056_6639.jpg,0.0,0.003003003003003003,0.998,0.978978978978979
n02105056-groenendael\n02105056_6661.jpg,0.0,0.0,0.832,0.990990990990991
n02105056-groenendael\n02105056_6684.jpg,0.24324324324324326,0.152,0.993993993993994,0.996
n02105056-groenendael\n02105056_67.jpg,0.1636904761904762,0.034,0.9940476190476191,0.996
n02105056-groenendael\n02105056_6759.jpg,0.004,0.005333333333333333,0.88,0.616
n02105056-groenendael\n02105056_6778.jpg,0.262,0.0029940119760479044,0.998,0.9970059880239521
n02105056-groenendael\n02105056_6790.jpg,0.168,0.008982035928143712,0.998,0.9970059880239521
n02105056-groenendael\n02105056_6824.jpg,0.3923766816143498,0.4,0.9013452914798207,0.942
n02105056-groenendael\n02105056_6827.jpg,0.286,0.17027863777089783,0.614,0.9256965944272446
n02105056-groenendael\n02105056_6899.jpg,0.21578947368421053,0.07241379310344828,0.9052631578947369,0.9275862068965517
n02105056-groenendael\n02105056_6998.jpg,0.22133333333333333,0.07,0.9893333333333333,0.924
n02105056-groenendael\n02105056_7010.jpg,0.18133333333333335,0.432,0.7626666666666667,0.964
n02105056-groenendael\n02105056_7068.jpg,0.148,0.42133333333333334,0.506,0.8426666666666667
n02105056-groenendael\n02105056_7112.jpg,0.408,0.0,0.998,0.9973333333333333
n02105056-groenendael\n02105056_7285.jpg,0.002,0.13019390581717452,0.944,0.8005540166204986
n02105056-groenendael\n02105056_7291.jpg,0.31,0.44533333333333336,0.6,0.8266666666666667
n02105056-groenendael\n02105056_7305.jpg,0.2986666666666667,0.306,0.6213333333333333,0.782
n02105056-groenendael\n02105056_7314.jpg,0.0028011204481792717,0.022,0.9943977591036415,0.996
n02105056-groenendael\n02105056_7355.jpg,0.424,0.06006006006006006,0.95,0.996996996996997
n02105056-groenendael\n02105056_7381.jpg,0.12885154061624648,0.064,0.9131652661064426,0.966
n02105056-groenendael\n02105056_7407.jpg,0.24926686217008798,0.074,0.9941348973607038,0.936
n02105056-groenendael\n02105056_7435.jpg,0.53,0.23423423423423423,0.792,0.954954954954955
n02105056-groenendael\n02105056_785.jpg,0.154,0.16032608695652173,0.702,0.842391304347826
n02105056-groenendael\n02105056_933.jpg,0.12048192771084337,0.045454545454545456,0.9939759036144579,0.9954545454545455
n02105056-groenendael\n02105056_961.jpg,0.14166666666666666,0.10303030303030303,0.9958333333333333,0.9939393939393939
n02105056-groenendael\n02105056_98.jpg,0.08806818181818182,0.196,0.7471590909090909,0.826
n02105162-malinois\n02105162_10076.jpg,0.162,0.28012048192771083,0.842,0.8945783132530121
n02105162-malinois\n02105162_10133.jpg,0.0,0.286144578313253,0.998,0.8644578313253012
n02105162-malinois\n02105162_10260.jpg,0.19015659955257272,0.056,0.8702460850111857,0.994
n02105162-malinois\n02105162_10309.jpg,0.322,0.112,0.974,0.8773333333333333
n02105162-malinois\n02105162_10351.jpg,0.14285714285714285,0.022,0.9009216589861752,0.994
n02105162-malinois\n02105162_10375.jpg,0.308,0.18235294117647058,0.802,0.8676470588235294
n02105162-malinois\n02105162_10488.jpg,0.112,0.14759036144578314,0.79,0.8945783132530121
n02105162-malinois\n02105162_10640.jpg,0.05454545454545454,0.14,0.9393939393939394,0.906
n02105162-malinois\n02105162_1357.jpg,0.432,0.024,0.754,0.9973333333333333
n02105162-malinois\n02105162_1366.jpg,0.226,0.23733333333333334,0.684,0.6426666666666667
n02105162-malinois\n02105162_1378.jpg,0.262,0.1186046511627907,0.82,0.9953488372093023
n02105162-malinois\n02105162_154.jpg,0.10542168674698796,0.144,0.9487951807228916,0.996
n02105162-malinois\n02105162_1572.jpg,0.216,0.19466666666666665,0.996,0.992
n02105162-malinois\n02105162_175.jpg,0.08203125,0.109375,0.609375,0.9427083333333334
n02105162-malinois\n02105162_1757.jpg,0.16666666666666666,0.08666666666666667,0.9855072463768116,0.9966666666666667
n02105162-malinois\n02105162_2079.jpg,0.592,0.24,0.792,0.912
n02105162-malinois\n02105162_2093.jpg,0.1889797675419716,0.19742765273311896,0.899268187688334,0.8816720257234727
n02105162-malinois\n02105162_2158.jpg,0.14133333333333334,0.056,0.8533333333333334,0.994
n02105162-malinois\n02105162_2168.jpg,0.084,0.012048192771084338,0.834,0.9066265060240963
n02105162-malinois\n02105162_2223.jpg,0.14,0.07142857142857142,0.9,0.9330357142857143
n02105162-malinois\n02105162_2636.jpg,0.43,0.31076923076923074,0.59,0.8430769230769231
n02105162-malinois\n02105162_2714.jpg,0.25,0.24024024024024024,0.736,0.8648648648648649
n02105162-malinois\n02105162_2757.jpg,0.17302798982188294,0.204,0.8676844783715013,0.914
n02105162-malinois\n02105162_2830.jpg,0.068,0.136,0.822,0.9786666666666667
n02105162-malinois\n02105162_2836.jpg,0.1267605633802817,0.352,0.7633802816901408,0.804
n02105162-malinois\n02105162_2873.jpg,0.448,0.32,0.626,0.9973333333333333
n02105162-malinois\n02105162_2896.jpg,0.138,0.176,0.856,0.9973333333333333
n02105162-malinois\n02105162_2942.jpg,0.016666666666666666,0.017793594306049824,0.9833333333333333,0.99644128113879
n02105162-malinois\n02105162_299.jpg,0.09,0.01,0.81,0.98
n02105162-malinois\n02105162_3016.jpg,0.049315068493150684,0.07076923076923076,0.9698630136986301,0.9569230769230769
n02105162-malinois\n02105162_3346.jpg,0.162,0.016,0.79,0.9333333333333333
n02105162-malinois\n02105162_3595.jpg,0.174,0.006024096385542169,0.998,0.9939759036144579
n02105162-malinois\n02105162_3925.jpg,0.0,0.006779661016949152,0.9044776119402985,0.9915254237288136
n02105162-malinois\n02105162_4056.jpg,0.24,0.21666666666666667,0.7022222222222222,0.99
n02105162-malinois\n02105162_4120.jpg,0.17,0.09009009009009009,0.64,0.8918918918918919
n02105162-malinois\n02105162_4200.jpg,0.21021021021021022,0.124,0.7807807807807807,0.996
n02105162-malinois\n02105162_4361.jpg,0.334,0.22522522522522523,0.588,0.9579579579579579
n02105162-malinois\n02105162_4426.jpg,0.0,0.0,0.92,0.9937238493723849
n02105162-malinois\n02105162_4569.jpg,0.07941176470588235,0.0375,0.9205882352941176,0.965
n02105162-malinois\n02105162_4719.jpg,0.29110512129380056,0.053497942386831275,0.7789757412398922,0.9300411522633745
n02105162-malinois\n02105162_4738.jpg,0.136,0.0,0.912,0.996
n02105162-malinois\n02105162_5186.jpg,0.0026666666666666666,0.022,0.7813333333333333,0.996
n02105162-malinois\n02105162_5252.jpg,0.4425,0.2733333333333333,0.605,0.8333333333333334
n02105162-malinois\n02105162_5299.jpg,0.458,0.11733333333333333,0.702,0.6453333333333333
n02105162-malinois\n02105162_5307.jpg,0.0,0.06933333333333333,0.998,0.9973333333333333
n02105162-malinois\n02105162_5327.jpg,0.05822784810126582,0.06,0.9949367088607595,0.996
n02105162-malinois\n02105162_5328.jpg,0.176,0.0030120481927710845,0.822,0.9969879518072289
n02105162-malinois\n02105162_5330.jpg,0.194,0.024024024024024024,0.828,0.948948948948949
n02105162-malinois\n02105162_5364.jpg,0.278,0.003003003003003003,0.82,0.996996996996997
n02105162-malinois\n02105162_5370.jpg,0.07,0.012295081967213115,0.94,0.9795081967213115
n02105162-malinois\n02105162_5385.jpg,0.20476190476190476,0.144,0.8476190476190476,0.926
n02105162-malinois\n02105162_5417.jpg,0.446,0.11711711711711711,0.858,0.7567567567567568
n02105162-malinois\n02105162_5423.jpg,0.23466666666666666,0.172,0.8853333333333333,0.996
n02105162-malinois\n02105162_5462.jpg,0.368,0.12885154061624648,0.674,0.8879551820728291
n02105162-malinois\n02105162_5470.jpg,0.0,0.0,0.998,0.9973333333333333
n02105162-malinois\n02105162_5489.jpg,0.0,0.0,0.9962264150943396,0.9969040247678018
n02105162-malinois\n02105162_5519.jpg,0.38,0.336,0.97,0.968
n02105162-malinois\n02105162_5547.jpg,0.44,0.2732732732732733,0.548,0.8108108108108109
n02105162-malinois\n02105162_5548.jpg,0.0,0.023333333333333334,0.78,0.9966666666666667
n02105162-malinois\n02105162_5556.jpg,0.158,0.29429429429429427,0.588,0.8888888888888888
n02105162-malinois\n02105162_5557.jpg,0.49,0.04377104377104377,0.842,0.622895622895623
n02105162-malinois\n02105162_5582.jpg,0.1,0.0,0.998,0.996996996996997
n02105162-malinois\n02105162_5600.jpg,0.39,0.21846153846153846,0.602,0.7076923076923077
n02105162-malinois\n02105162_5661.jpg,0.254,0.12882096069868995,0.726,0.7510917030567685
n02105162-malinois\n02105162_5667.jpg,0.354,0.08734939759036145,0.97,0.9969879518072289
n02105162-malinois\n02105162_5680.jpg,0.012048192771084338,0.122,0.7469879518072289,0.996
n02105162-malinois\n02105162_5706.jpg,0.226,0.27627627627627627,0.664,0.8858858858858859
n02105162-malinois\n02105162_5731.jpg,0.194,0.208,0.71,0.9946666666666667
n02105162-malinois\n02105162_575.jpg,0.042,0.031914893617021274,0.974,0.9601063829787234
n02105162-malinois\n02105162_5757.jpg,0.0,0.2111111111111111,0.6395833333333333,0.9972222222222222
n02105162-malinois\n02105162_5759.jpg,0.034666666666666665,0.244,0.5813333333333334,0.996
n02105162-malinois\n02105162_5785.jpg,0.09415584415584416,0.004878048780487805,0.7987012987012987,0.9951219512195122
n02105162-malinois\n02105162_5800.jpg,0.266,0.0,0.818,0.9939759036144579
n02105162-malinois\n02105162_5802.jpg,0.18133333333333335,0.022,0.992,0.922
n02105162-malinois\n02105162_5829.jpg,0.152,0.0,0.9946666666666667,0.996
n02105162-malinois\n02105162_5888.jpg,0.0,0.102,0.9066666666666666,0.996
n02105162-malinois\n02105162_5913.jpg,0.34,0.05105105105105105,0.928,0.990990990990991
n02105162-malinois\n02105162_5924.jpg,0.378,0.4169184290030212,0.54,0.8761329305135952
n02105162-malinois\n02105162_5927.jpg,0.094,0.0,0.754,0.9946666666666667
n02105162-malinois\n02105162_5954.jpg,0.128,0.3435114503816794,0.534,0.8091603053435115
n02105162-malinois\n02105162_5983.jpg,0.4,0.3063063063063063,0.642,0.8948948948948949
n02105162-malinois\n02105162_6013.jpg,0.158,0.0,0.9,0.9973333333333333
n02105162-malinois\n02105162_6081.jpg,0.6439169139465876,0.146,0.9080118694362018,0.732
n02105162-malinois\n02105162_6093.jpg,0.046,0.05333333333333334,0.998,0.9973333333333333
n02105162-malinois\n02105162_6106.jpg,0.292,0.0,0.884,0.9973333333333333
n02105162-malinois\n02105162_6116.jpg,0.428,0.072,0.998,0.9973333333333333
n02105162-malinois\n02105162_6134.jpg,0.022,0.0,0.926,0.996996996996997
n02105162-malinois\n02105162_6220.jpg,0.428,0.34234234234234234,0.7,0.993993993993994
n02105162-malinois\n02105162_6236.jpg,0.0,0.05333333333333334,0.724,0.8693333333333333
n02105162-malinois\n02105162_6275.jpg,0.176,0.06382978723404255,0.728,0.8191489361702128
n02105162-malinois\n02105162_6288.jpg,0.216,0.15015015015015015,0.746,0.8198198198198198
n02105162-malinois\n02105162_6301.jpg,0.182,0.008771929824561403,0.8,0.9956140350877193
n02105162-malinois\n02105162_6314.jpg,0.198,0.192,0.96,0.8346666666666667
n02105162-malinois\n02105162_6340.jpg,0.13,0.013333333333333334,0.765,0.9533333333333334
n02105162-malinois\n02105162_6343.jpg,0.2891566265060241,0.012,0.8120481927710843,0.894
n02105162-malinois\n02105162_6377.jpg,0.0,0.0,0.824,0.9973333333333333
n02105162-malinois\n02105162_6449.jpg,0.588,0.22666666666666666,0.802,0.9226666666666666
n02105162-malinois\n02105162_6459.jpg,0.034764826175869123,0.48,0.9325153374233128,0.94
n02105162-malinois\n02105162_6489.jpg,0.10843373493975904,0.092,0.9939759036144579,0.996
n02105162-malinois\n02105162_6492.jpg,0.248,0.09337349397590361,0.998,0.9909638554216867
n02105162-malinois\n02105162_6501.jpg,0.268,0.0990990990990991,0.998,0.972972972972973
n02105162-malinois\n02105162_6513.jpg,0.318,0.15015015015015015,0.474,0.7987987987987988
n02105162-malinois\n02105162_6547.jpg,0.168,0.074,0.6826666666666666,0.95
n02105162-malinois\n02105162_6557.jpg,0.2732732732732733,0.054,0.7777777777777778,0.852
n02105162-malinois\n02105162_6578.jpg,0.06626506024096386,0.166,0.8885542168674698,0.996
n02105162-malinois\n02105162_6596.jpg,0.272,0.07228915662650602,0.944,0.9487951807228916
n02105162-malinois\n02105162_6625.jpg,0.162,0.21866666666666668,0.892,0.7973333333333333
n02105162-malinois\n02105162_6690.jpg,0.188,0.056,0.998,0.8906666666666667
n02105162-malinois\n02105162_6734.jpg,0.314,0.44,0.512,0.8986666666666666
n02105162-malinois\n02105162_688.jpg,0.09833333333333333,0.025925925925925925,0.8666666666666667,0.9833333333333333
n02105162-malinois\n02105162_694.jpg,0.325,0.05416666666666667,0.825,0.8916666666666667
n02105162-malinois\n02105162_6942.jpg,0.206,0.2693333333333333,0.428,0.6053333333333333
n02105162-malinois\n02105162_7041.jpg,0.0,0.037037037037037035,0.366,0.9845679012345679
n02105162-malinois\n02105162_7112.jpg,0.248,0.11711711711711711,0.966,0.9429429429429429
n02105162-malinois\n02105162_7213.jpg,0.0,0.232,0.9940119760479041,0.996
n02105162-malinois\n02105162_7350.jpg,0.196,0.12,0.758,0.9173333333333333
n02105162-malinois\n02105162_7376.jpg,0.0,0.050666666666666665,0.984,0.9813333333333333
n02105162-malinois\n02105162_7461.jpg,0.208,0.0,0.7413333333333333,0.83
n02105162-malinois\n02105162_747.jpg,0.346,0.026923076923076925,0.998,0.9769230769230769
n02105162-malinois\n02105162_7593.jpg,0.184,0.08408408408408409,0.868,0.8648648648648649
n02105162-malinois\n02105162_7621.jpg,0.0,0.24266666666666667,0.996,0.8933333333333333
n02105162-malinois\n02105162_7636.jpg,0.0,0.0030120481927710845,0.774,0.9969879518072289
n02105162-malinois\n02105162_7751.jpg,0.306,0.20266666666666666,0.99,0.9946666666666667
n02105162-malinois\n02105162_7790.jpg,0.25866666666666666,0.202,0.6693333333333333,0.95
n02105162-malinois\n02105162_7847.jpg,0.272,0.0,0.996,0.9969879518072289
n02105162-malinois\n02105162_7881.jpg,0.276,0.0962566844919786,0.996,0.9946524064171123
